student_country,days_on_platform,minutes_watched,courses_started,practice_exams_started,practice_exams_passed,minutes_spent_on_exams,purchased
10483,63.0,2,92.9,1,0,0,0.0,1
10484,134.0,124,15.8,1,0,0,0.0,0
10485,114.0,1,64.9,1,0,0,0.0,1
10486,71.0,124,40.8,2,0,0,0.0,0
10487,71.0,124,63.0,2,0,0,0.0,0
10488,71.0,124,2.8,1,0,0,0.0,0
10489,71.0,124,32.1,1,0,0,0.0,0
10490,157.0,124,10.4,1,0,0,0.0,0
10492,112.0,124,11.4,1,0,0,0.0,0
10493,71.0,124,10.2,1,0,0,0.0,0
10495,134.0,124,0.2,1,0,0,0.0,0
10496,112.0,124,0.6,1,0,0,0.0,0
10497,71.0,124,2.8,1,0,0,0.0,0
10498,71.0,124,3.2,1,0,0,0.0,0
10499,27.0,124,0.3,1,0,0,0.0,0
10500,44.0,124,1.2,1,0,0,0.0,0
10501,77.0,124,0.6,1,0,0,0.0,0
10502,48.0,124,5.4,1,0,0,0.0,0
10503,159.0,124,6.4,1,0,0,0.0,0
10504,157.0,124,74.8,1,0,0,0.0,0
10505,71.0,2,112.1,2,0,0,0.0,1
10506,137.0,124,1.0,1,0,0,0.0,0
10507,70.0,124,27.5,1,0,0,0.0,0
10508,130.0,124,0.2,1,0,0,0.0,0
10509,108.0,124,6.2,1,0,0,0.0,0
10510,114.0,124,48.8,1,0,0,0.0,0
10511,12.0,124,0.3,1,0,0,0.0,0
10512,157.0,0,61.7,1,0,0,0.0,1
10513,157.0,124,0.2,1,0,0,0.0,0
10514,47.0,124,1.2,1,0,0,0.0,0
10515,112.0,124,57.4,1,0,0,0.0,0
10516,71.0,124,6.2,1,0,0,0.0,0
10517,0.0,123,11.3,1,0,0,0.0,0
10518,157.0,123,8.4,1,0,0,0.0,0
10519,157.0,123,45.4,2,0,0,0.0,0
10520,71.0,123,6.4,1,0,0,0.0,0
10521,71.0,123,0.6,1,0,0,0.0,0
10522,71.0,123,28.8,1,0,0,0.0,0
10523,157.0,123,9.6,1,0,0,0.0,0
10524,71.0,123,16.0,1,0,0,0.0,0
10525,157.0,123,2.7,1,0,0,0.0,0
10526,71.0,123,10.0,1,0,0,0.0,0
10527,114.0,123,60.3,1,0,0,0.0,0
10529,123.0,123,4.4,1,0,0,0.0,0
10530,68.0,123,6.7,1,0,0,0.0,0
10531,71.0,123,5.6,1,0,0,0.0,0
10532,137.0,123,76.9,1,0,0,0.0,0
10533,114.0,123,92.4,1,0,0,0.0,0
10534,9.0,123,0.4,1,0,0,0.0,0
10535,39.0,123,1.1,1,0,0,0.0,0
10536,44.0,123,9.2,1,0,0,0.0,0
10537,71.0,123,2.2,1,0,0,0.0,0
10538,114.0,123,11.2,1,0,0,0.0,0
10539,123.0,123,0.6,1,0,0,0.0,0
10540,71.0,123,11.0,2,0,0,0.0,0
10541,12.0,123,1.5,1,0,0,0.0,0
10542,79.0,123,4.2,1,0,0,0.0,0
10543,112.0,123,32.1,1,0,0,0.0,0
10544,47.0,123,1.2,1,0,0,0.0,0
10545,137.0,38,31.4,1,0,0,0.0,1
10546,54.0,123,1.2,1,0,0,0.0,0
10547,137.0,123,6.2,1,0,0,0.0,0
10548,21.0,123,0.4,1,0,0,0.0,0
10549,71.0,123,11.3,2,0,0,0.0,0
10550,151.0,123,7.7,1,0,0,0.0,0
10551,47.0,123,4.9,1,0,0,0.0,0
10552,71.0,123,0.2,1,0,0,0.0,0
10553,71.0,123,0.7,2,0,0,0.0,0
10554,0.0,123,39.9,1,0,0,0.0,0
10555,47.0,123,0.1,1,0,0,0.0,0
10556,54.0,8,55.0,2,0,0,0.0,1
10557,27.0,123,9.9,1,0,0,0.0,0
10558,126.0,123,39.9,1,0,0,0.0,0
10559,86.0,123,0.2,1,0,0,0.0,0
10561,39.0,123,2.2,1,0,0,0.0,0
10562,151.0,4,6.7,1,0,0,0.0,1
10563,157.0,123,19.4,2,0,0,0.0,0
10565,47.0,123,0.2,1,0,0,0.0,0
10566,47.0,123,0.7,1,0,0,0.0,0
10567,47.0,123,1.8,1,0,0,0.0,0
10568,47.0,123,0.1,1,0,0,0.0,0
10569,47.0,123,0.1,1,0,0,0.0,0
10570,47.0,123,0.5,1,0,0,0.0,0
10571,39.0,123,29.3,1,0,0,0.0,0
10572,47.0,123,0.2,1,0,0,0.0,0
10573,13.0,123,30.6,1,0,0,0.0,0
10574,47.0,123,2.0,1,0,0,0.0,0
10575,47.0,123,0.4,1,0,0,0.0,0
10576,47.0,123,0.8,1,0,0,0.0,0
10577,30.0,123,1.5,1,0,0,0.0,0
10578,27.0,123,13.8,1,0,0,0.0,0
10579,157.0,1,203.8,1,0,0,0.0,1
10580,112.0,123,0.3,1,0,0,0.0,0
10581,47.0,123,0.3,1,0,0,0.0,0
10582,157.0,123,0.4,1,0,0,0.0,0
10583,47.0,123,1.7,1,0,0,0.0,0
10584,47.0,123,0.1,1,0,0,0.0,0
10585,157.0,123,0.4,1,0,0,0.0,0
10586,47.0,123,1.2,1,0,0,0.0,0
10587,47.0,123,30.2,2,0,0,0.0,0
10588,103.0,123,2.4,1,0,0,0.0,0
10589,47.0,123,11.9,1,0,0,0.0,0
10590,47.0,123,4.9,1,0,0,0.0,0
10592,125.0,122,1.3,1,0,0,0.0,0
10593,71.0,122,0.8,1,0,0,0.0,0
10594,47.0,122,44.0,1,0,0,0.0,0
10595,47.0,122,6.6,1,0,0,0.0,0
10596,71.0,122,1.2,1,0,0,0.0,0
10597,47.0,122,3.4,2,0,0,0.0,0
10598,68.0,122,14.6,1,0,0,0.0,0
10599,54.0,122,4.7,1,0,0,0.0,0
10600,134.0,122,10.8,1,0,0,0.0,0
10601,133.0,122,0.4,1,0,0,0.0,0
10602,71.0,122,0.8,1,0,0,0.0,0
10603,54.0,122,55.9,1,0,0,0.0,0
10604,151.0,1,0.7,1,0,0,0.0,1
10605,157.0,122,44.9,1,0,0,0.0,0
10606,123.0,2,83.0,2,0,0,0.0,1
10607,151.0,122,1.3,1,0,0,0.0,0
10608,71.0,122,0.7,1,0,0,0.0,0
10609,48.0,122,13.4,1,0,0,0.0,0
10610,71.0,122,12.2,1,0,0,0.0,0
10611,47.0,122,0.8,1,0,0,0.0,0
10612,145.0,122,48.3,1,0,0,0.0,0
10613,68.0,122,21.9,1,0,0,0.0,0
10614,112.0,28,40.7,1,0,0,0.0,1
10615,72.0,122,5.9,1,0,0,0.0,0
10617,136.0,122,27.2,1,0,0,0.0,0
10618,71.0,122,33.7,1,0,0,0.0,0
10619,157.0,122,0.1,1,0,0,0.0,0
10620,112.0,122,19.5,1,0,0,0.0,0
10621,71.0,122,0.4,1,0,0,0.0,0
10622,27.0,122,1.5,1,0,0,0.0,0
10623,47.0,122,6.4,1,0,0,0.0,0
10624,71.0,122,4.5,2,0,0,0.0,0
10625,157.0,0,13.9,1,0,0,0.0,1
10626,71.0,122,0.6,1,0,0,0.0,0
10628,157.0,122,0.7,1,0,0,0.0,0
10629,71.0,122,0.8,1,0,0,0.0,0
10630,68.0,122,6.2,1,0,0,0.0,0
10631,71.0,122,40.2,2,0,0,0.0,0
10632,157.0,122,14.1,1,0,0,0.0,0
10633,47.0,122,36.3,2,0,0,0.0,0
10634,151.0,122,0.1,1,0,0,0.0,0
10635,71.0,122,36.0,1,0,0,0.0,0
10636,112.0,122,6.6,1,0,0,0.0,0
10637,134.0,122,0.3,1,0,0,0.0,0
10638,52.0,122,11.2,1,0,0,0.0,0
10639,157.0,33,20.1,2,0,0,0.0,1
10640,49.0,122,27.5,2,0,0,0.0,0
10641,109.0,122,4.0,1,0,0,0.0,0
10642,0.0,122,66.9,1,0,0,0.0,0
10643,74.0,122,5.8,1,0,0,0.0,0
10644,157.0,0,28.7,1,0,0,0.0,1
10645,134.0,122,0.2,1,0,0,0.0,0
10646,47.0,122,3.7,2,0,0,0.0,0
10647,157.0,122,73.0,1,0,0,0.0,0
10648,159.0,122,2.2,1,0,0,0.0,0
10649,5.0,122,67.8,2,0,0,0.0,0
10650,47.0,122,0.2,1,0,0,0.0,0
10651,27.0,122,4.2,1,0,0,0.0,0
10652,157.0,122,0.1,1,0,0,0.0,0
10654,157.0,122,55.0,1,0,0,0.0,0
10655,157.0,7,115.8,1,0,0,0.0,1
10656,71.0,121,0.5,1,0,0,0.0,0
10657,47.0,121,2.2,1,0,0,0.0,0
10658,71.0,0,33.6,1,0,0,0.0,1
10659,112.0,121,1.2,1,0,0,0.0,0
10660,137.0,121,54.8,1,0,0,0.0,0
10661,157.0,121,79.9,1,0,0,0.0,0
10662,0.0,121,0.1,1,0,0,0.0,0
10663,157.0,121,13.5,1,0,0,0.0,0
10664,71.0,121,61.0,1,0,0,0.0,0
10665,157.0,121,1.2,1,0,0,0.0,0
10666,166.0,121,161.2,1,0,0,0.0,0
10667,134.0,121,12.3,1,0,0,0.0,0
10668,71.0,121,109.2,1,0,0,0.0,0
10669,71.0,121,28.4,1,0,0,0.0,0
10670,116.0,121,56.7,1,0,0,0.0,0
10671,71.0,121,1.9,1,0,0,0.0,0
10672,71.0,2,145.9,1,0,0,0.0,1
10673,39.0,121,5.4,1,0,0,0.0,0
10674,71.0,121,0.3,1,0,0,0.0,0
10675,109.0,1,133.6,1,0,0,0.0,1
10676,54.0,121,35.2,1,0,0,0.0,0
10677,71.0,121,0.4,1,0,0,0.0,0
10678,71.0,121,26.3,1,0,0,0.0,0
10679,157.0,1,180.8,1,0,0,0.0,1
10680,54.0,121,0.7,1,0,0,0.0,0
10681,44.0,121,47.9,1,0,0,0.0,0
10682,79.0,121,1.2,1,0,0,0.0,0
10683,71.0,121,7.3,1,0,0,0.0,0
10684,112.0,121,1.0,1,0,0,0.0,0
10685,71.0,121,0.3,1,0,0,0.0,0
10686,9.0,121,8.9,1,0,0,0.0,0
10687,27.0,121,20.0,1,0,0,0.0,0
10688,134.0,121,0.1,1,0,0,0.0,0
10689,79.0,121,44.8,1,0,0,0.0,0
10690,47.0,121,0.2,1,0,0,0.0,0
10691,157.0,0,39.6,1,0,0,0.0,1
10692,68.0,121,5.2,1,0,0,0.0,0
10694,123.0,121,0.7,1,0,0,0.0,0
10695,71.0,121,10.9,1,0,0,0.0,0
10696,32.0,121,22.8,1,0,0,0.0,0
10697,157.0,121,37.7,1,0,0,0.0,0
10699,71.0,121,0.3,1,0,0,0.0,0
10700,157.0,121,59.7,2,0,0,0.0,0
10701,47.0,121,22.1,2,0,0,0.0,0
10702,71.0,121,35.7,1,0,0,0.0,0
10703,71.0,121,4.2,1,0,0,0.0,0
10704,47.0,121,94.6,1,0,0,0.0,0
10705,123.0,121,131.7,1,0,0,0.0,0
10706,13.0,121,5.2,1,0,0,0.0,0
10707,71.0,121,50.4,2,0,0,0.0,0
10708,112.0,121,38.0,1,0,0,0.0,0
10709,112.0,20,44.3,1,0,0,0.0,1
10710,72.0,121,0.3,1,0,0,0.0,0
10711,157.0,121,25.0,1,0,0,0.0,0
10712,108.0,121,6.7,1,0,0,0.0,0
10713,112.0,120,2.5,1,0,0,0.0,0
10715,47.0,120,55.8,2,0,0,0.0,0
10716,116.0,120,7.4,1,0,0,0.0,0
10717,27.0,120,0.3,1,0,0,0.0,0
10718,157.0,120,0.1,1,0,0,0.0,0
10719,47.0,120,1.5,1,0,0,0.0,0
10720,157.0,120,21.9,1,0,0,0.0,0
10721,47.0,0,6.7,1,0,0,0.0,1
10722,108.0,12,26.2,1,0,0,0.0,1
10723,132.0,120,0.3,1,0,0,0.0,0
10724,116.0,120,105.2,2,0,0,0.0,0
10725,134.0,120,0.1,1,0,0,0.0,0
10726,79.0,120,69.5,1,0,0,0.0,0
10727,68.0,120,46.8,1,0,0,0.0,0
10728,114.0,120,0.2,1,0,0,0.0,0
10729,114.0,120,35.8,1,0,0,0.0,0
10730,47.0,5,155.0,1,0,0,0.0,1
10731,68.0,120,1.4,1,0,0,0.0,0
10732,69.0,120,0.4,1,0,0,0.0,0
10733,157.0,120,0.1,1,0,0,0.0,0
10734,46.0,1,69.8,1,0,0,0.0,1
10735,157.0,0,72.3,1,0,0,0.0,1
10736,15.0,120,0.9,1,0,0,0.0,0
10737,71.0,120,32.1,1,0,0,0.0,0
10738,134.0,120,6.9,2,0,0,0.0,0
10739,112.0,120,1.2,1,0,0,0.0,0
10740,94.0,120,0.1,1,0,0,0.0,0
10741,39.0,0,38.5,1,0,0,0.0,1
10742,114.0,120,10.4,1,0,0,0.0,0
10743,71.0,120,59.1,1,0,0,0.0,0
10744,72.0,120,6.6,1,0,0,0.0,0
10745,58.0,120,49.5,2,0,0,0.0,0
10746,47.0,120,14.7,1,0,0,0.0,0
10747,150.0,120,0.9,1,0,0,0.0,0
10748,48.0,120,1.0,1,0,0,0.0,0
10749,134.0,120,53.0,1,0,0,0.0,0
10750,71.0,120,4.5,1,0,0,0.0,0
10751,166.0,1,105.2,1,0,0,0.0,1
10752,54.0,6,131.2,2,0,0,0.0,1
10753,0.0,120,1.1,1,0,0,0.0,0
10754,71.0,120,21.1,1,0,0,0.0,0
10755,71.0,120,4.7,1,0,0,0.0,0
10756,71.0,120,3.1,1,0,0,0.0,0
10757,71.0,120,19.0,2,0,0,0.0,0
10758,157.0,120,40.6,1,0,0,0.0,0
10759,5.0,120,0.5,1,0,0,0.0,0
10760,27.0,120,3.5,1,0,0,0.0,0
10761,54.0,120,0.5,1,0,0,0.0,0
10762,54.0,120,30.0,1,0,0,0.0,0
10763,32.0,0,92.5,1,0,0,0.0,1
10764,155.0,120,0.8,1,0,0,0.0,0
10765,84.0,120,18.8,2,0,0,0.0,0
10766,166.0,120,0.3,1,0,0,0.0,0
10767,55.0,120,23.3,1,0,0,0.0,0
10768,157.0,1,164.1,1,0,0,0.0,1
10769,47.0,120,1.9,1,0,0,0.0,0
10770,114.0,120,1.3,1,0,0,0.0,0
10771,112.0,120,51.3,1,0,0,0.0,0
10772,157.0,119,19.1,1,0,0,0.0,0
10773,27.0,119,168.4,1,0,0,0.0,0
10774,35.0,119,5.6,1,0,0,0.0,0
10775,120.0,119,7.1,1,0,0,0.0,0
10776,162.0,0,87.4,1,0,0,0.0,1
10777,71.0,119,0.4,1,0,0,0.0,0
10778,157.0,119,6.3,1,0,0,0.0,0
10779,12.0,119,34.3,1,0,0,0.0,0
10780,71.0,119,2.7,1,0,0,0.0,0
10781,71.0,119,1.6,1,0,0,0.0,0
10782,49.0,89,53.1,1,0,0,0.0,1
10783,0.0,119,24.6,2,0,0,0.0,0
10785,74.0,119,6.5,1,0,0,0.0,0
10787,71.0,119,0.4,1,0,0,0.0,0
10788,112.0,119,0.8,1,0,0,0.0,0
10789,39.0,119,0.1,1,0,0,0.0,0
10790,63.0,119,0.2,1,0,0,0.0,0
10791,114.0,0,66.0,1,0,0,0.0,1
10792,47.0,119,14.2,2,0,0,0.0,0
10793,71.0,119,1.1,1,0,0,0.0,0
10794,87.0,119,0.4,1,0,0,0.0,0
10795,15.0,119,17.0,1,0,0,0.0,0
10796,157.0,119,8.5,1,0,0,0.0,0
10797,134.0,119,8.2,1,0,0,0.0,0
10798,71.0,119,0.1,1,0,0,0.0,0
10799,71.0,119,12.2,1,0,0,0.0,0
10800,157.0,119,0.6,1,0,0,0.0,0
10801,71.0,119,0.2,1,0,0,0.0,0
10802,52.0,119,61.9,2,0,0,0.0,0
10803,71.0,119,0.2,1,0,0,0.0,0
10804,157.0,119,77.6,2,0,0,0.0,0
10805,108.0,119,1.2,1,0,0,0.0,0
10806,157.0,119,2.0,1,0,0,0.0,0
10807,74.0,119,3.2,1,0,0,0.0,0
10808,71.0,119,3.9,1,0,0,0.0,0
10809,157.0,119,0.7,1,0,0,0.0,0
10810,109.0,119,1.4,1,0,0,0.0,0
10811,57.0,119,0.3,2,0,0,0.0,0
10812,157.0,119,1.4,1,0,0,0.0,0
10813,157.0,119,44.3,1,0,0,0.0,0
10814,157.0,119,10.9,1,0,0,0.0,0
10815,94.0,119,64.3,1,0,0,0.0,0
10816,72.0,119,1.1,1,0,0,0.0,0
10817,47.0,119,7.8,1,0,0,0.0,0
10818,71.0,119,0.2,1,0,0,0.0,0
10819,112.0,119,0.1,1,0,0,0.0,0
10820,124.0,119,60.7,2,0,0,0.0,0
10821,157.0,119,37.6,1,0,0,0.0,0
10822,39.0,118,0.7,1,0,0,0.0,0
10823,157.0,118,5.0,1,0,0,0.0,0
10824,68.0,118,2.0,1,0,0,0.0,0
10825,71.0,118,3.4,1,0,0,0.0,0
10826,120.0,118,48.1,2,0,0,0.0,0
10827,71.0,118,1.1,1,0,0,0.0,0
10828,71.0,118,0.1,1,0,0,0.0,0
10829,71.0,118,9.6,1,0,0,0.0,0
10830,123.0,118,66.3,1,0,0,0.0,0
10831,57.0,118,4.3,1,0,0,0.0,0
10832,122.0,118,2.1,1,0,0,0.0,0
10833,74.0,118,6.4,2,0,0,0.0,0
10834,15.0,118,48.1,1,0,0,0.0,0
10835,71.0,118,44.4,1,0,0,0.0,0
10836,68.0,118,41.4,1,0,0,0.0,0
10837,71.0,118,0.3,1,0,0,0.0,0
10838,140.0,118,113.8,2,0,0,0.0,0
10839,54.0,118,0.2,1,0,0,0.0,0
10840,150.0,118,41.7,1,0,0,0.0,0
10841,47.0,118,6.8,1,0,0,0.0,0
10842,157.0,118,0.4,1,0,0,0.0,0
10843,157.0,118,1.2,1,0,0,0.0,0
10844,54.0,118,28.2,1,0,0,0.0,0
10845,71.0,118,10.6,1,0,0,0.0,0
10846,157.0,118,14.6,1,0,0,0.0,0
10847,157.0,118,17.2,1,0,0,0.0,0
10848,157.0,118,28.6,2,0,0,0.0,0
10849,54.0,0,71.0,1,0,0,0.0,1
10850,71.0,118,17.7,1,0,0,0.0,0
10851,77.0,118,15.8,1,0,0,0.0,0
10852,21.0,118,8.8,1,0,0,0.0,0
10853,54.0,118,8.1,1,0,0,0.0,0
10854,15.0,118,7.7,1,0,0,0.0,0
10855,47.0,118,1.5,1,0,0,0.0,0
10856,47.0,118,6.5,1,0,0,0.0,0
10857,157.0,118,13.7,1,0,0,0.0,0
10858,52.0,118,32.4,2,0,0,0.0,0
10859,157.0,118,3.5,1,0,0,0.0,0
10860,54.0,118,0.3,1,0,0,0.0,0
10861,47.0,118,0.1,1,0,0,0.0,0
10862,157.0,7,105.8,1,0,0,0.0,1
10863,27.0,117,0.3,1,0,0,0.0,0
10864,71.0,117,0.1,1,0,0,0.0,0
10865,71.0,117,0.7,1,0,0,0.0,0
10866,72.0,117,41.3,1,0,0,0.0,0
10867,157.0,117,2.1,1,0,0,0.0,0
10868,77.0,117,52.2,1,0,0,0.0,0
10869,157.0,117,37.8,2,0,0,0.0,0
10870,71.0,117,1.1,1,0,0,0.0,0
10871,71.0,117,1.9,2,0,0,0.0,0
10872,71.0,117,0.1,1,0,0,0.0,0
10873,114.0,117,17.6,1,0,0,0.0,0
10874,127.0,117,4.9,1,0,0,0.0,0
10875,27.0,117,16.4,1,0,0,0.0,0
10876,70.0,117,9.1,1,0,0,0.0,0
10877,44.0,117,5.3,1,0,0,0.0,0
10878,151.0,117,1.0,1,0,0,0.0,0
10879,54.0,117,10.2,1,0,0,0.0,0
10880,47.0,117,2.4,1,0,0,0.0,0
10881,136.0,117,0.3,1,0,0,0.0,0
10882,157.0,117,5.0,1,0,0,0.0,0
10883,39.0,95,43.5,1,0,0,0.0,1
10884,151.0,117,0.3,1,0,0,0.0,0
10885,71.0,117,61.0,1,0,0,0.0,0
10886,71.0,117,0.5,1,0,0,0.0,0
10887,27.0,117,6.6,1,0,0,0.0,0
10888,137.0,117,40.3,1,0,0,0.0,0
10889,108.0,117,19.6,1,0,0,0.0,0
10890,47.0,117,54.1,1,0,0,0.0,0
10891,112.0,117,1.4,1,0,0,0.0,0
10892,168.0,117,0.7,1,0,0,0.0,0
10894,123.0,117,0.8,1,0,0,0.0,0
10895,39.0,117,3.5,1,0,0,0.0,0
10896,157.0,117,20.8,1,0,0,0.0,0
10897,21.0,117,6.5,1,0,0,0.0,0
10898,21.0,117,23.0,2,0,0,0.0,0
10899,126.0,117,0.1,1,0,0,0.0,0
10900,35.0,2,87.9,1,0,0,0.0,1
10901,71.0,116,51.5,1,0,0,0.0,0
10902,157.0,116,32.4,1,0,0,0.0,0
10903,47.0,116,1.2,1,0,0,0.0,0
10904,7.0,116,24.3,2,0,0,0.0,0
10905,71.0,116,0.1,1,0,0,0.0,0
10906,157.0,116,0.4,1,0,0,0.0,0
10907,45.0,116,0.1,1,0,0,0.0,0
10908,71.0,116,3.7,1,0,0,0.0,0
10909,52.0,116,0.1,1,0,0,0.0,0
10910,162.0,116,0.5,1,0,0,0.0,0
10911,166.0,116,10.0,1,0,0,0.0,0
10912,157.0,116,7.7,1,0,0,0.0,0
10913,68.0,116,2.0,1,0,0,0.0,0
10914,112.0,116,1.7,1,0,0,0.0,0
10915,27.0,116,6.9,2,0,0,0.0,0
10916,71.0,116,3.7,1,0,0,0.0,0
10917,52.0,116,1.3,1,0,0,0.0,0
10918,12.0,116,4.7,1,0,0,0.0,0
10919,74.0,116,25.1,1,0,0,0.0,0
10920,166.0,116,10.4,1,0,0,0.0,0
10921,168.0,116,39.1,1,0,0,0.0,0
10922,94.0,116,0.3,1,0,0,0.0,0
10923,157.0,116,18.9,1,0,0,0.0,0
10924,162.0,116,4.8,1,0,0,0.0,0
10925,71.0,116,4.2,1,0,0,0.0,0
10926,71.0,116,11.2,1,0,0,0.0,0
10927,71.0,116,0.3,1,0,0,0.0,0
10928,162.0,116,6.4,1,0,0,0.0,0
10929,47.0,116,0.5,1,0,0,0.0,0
10930,162.0,116,3.0,1,0,0,0.0,0
10931,47.0,116,3.9,1,0,0,0.0,0
10932,157.0,116,4.7,1,0,0,0.0,0
10933,2.0,116,9.0,1,0,0,0.0,0
10934,39.0,116,0.1,1,0,0,0.0,0
10935,68.0,116,7.4,1,0,0,0.0,0
10936,39.0,116,0.5,1,0,0,0.0,0
10937,71.0,116,41.5,1,0,0,0.0,0
10938,71.0,116,0.2,1,0,0,0.0,0
10939,39.0,116,0.1,1,0,0,0.0,0
10940,71.0,116,8.0,1,0,0,0.0,0
10941,137.0,116,6.8,2,0,0,0.0,0
10942,71.0,116,2.2,1,0,0,0.0,0
10943,112.0,116,10.7,1,0,0,0.0,0
10944,49.0,116,5.0,1,0,0,0.0,0
10946,157.0,116,0.9,1,0,0,0.0,0
10947,21.0,116,26.2,1,0,0,0.0,0
10948,134.0,116,80.2,1,0,0,0.0,0
10949,114.0,116,18.0,2,0,0,0.0,0
10950,157.0,116,2.8,1,0,0,0.0,0
10951,157.0,116,0.4,1,0,0,0.0,0
10952,72.0,116,24.0,1,0,0,0.0,0
10953,150.0,116,1.6,1,0,0,0.0,0
10954,112.0,116,16.2,2,0,0,0.0,0
10955,157.0,116,1.8,1,0,0,0.0,0
10956,21.0,115,12.4,1,0,0,0.0,0
10957,157.0,115,18.5,1,0,0,0.0,0
10958,27.0,115,21.8,1,0,0,0.0,0
10959,165.0,115,1.6,1,0,0,0.0,0
10960,122.0,115,12.3,1,0,0,0.0,0
10961,27.0,115,0.1,1,0,0,0.0,0
10962,71.0,115,17.0,1,0,0,0.0,0
10963,71.0,115,3.6,1,0,0,0.0,0
10964,157.0,115,13.1,1,0,0,0.0,0
10966,35.0,0,6.2,1,0,0,0.0,1
10967,71.0,115,3.8,1,0,0,0.0,0
10968,88.0,115,46.1,1,0,0,0.0,0
10969,151.0,115,4.3,1,0,0,0.0,0
10970,47.0,115,7.0,1,0,0,0.0,0
10971,157.0,115,0.7,1,0,0,0.0,0
10972,157.0,115,0.5,1,0,0,0.0,0
10973,71.0,16,73.2,1,0,0,0.0,1
10974,162.0,1,61.6,1,0,0,0.0,1
10975,112.0,115,0.7,1,0,0,0.0,0
10976,71.0,115,18.3,1,0,0,0.0,0
10977,71.0,115,13.7,1,0,0,0.0,0
10978,71.0,115,1.9,1,0,0,0.0,0
10979,71.0,115,0.7,1,0,0,0.0,0
10980,94.0,115,0.2,1,0,0,0.0,0
10981,7.0,115,14.3,1,0,0,0.0,0
10982,79.0,115,10.8,1,0,0,0.0,0
10983,52.0,115,8.8,1,0,0,0.0,0
10984,7.0,115,11.9,1,0,0,0.0,0
10985,39.0,115,43.8,1,0,0,0.0,0
10986,71.0,115,0.1,1,0,0,0.0,0
10987,54.0,31,12.8,1,0,0,0.0,1
10988,79.0,115,0.3,1,0,0,0.0,0
10989,71.0,115,0.2,1,0,0,0.0,0
10990,71.0,115,1.1,1,0,0,0.0,0
10991,71.0,115,13.5,1,0,0,0.0,0
10992,47.0,115,1.2,1,0,0,0.0,0
10993,150.0,115,2.9,1,0,0,0.0,0
10994,71.0,115,2.4,1,0,0,0.0,0
10995,77.0,115,19.3,1,0,0,0.0,0
10996,71.0,115,17.0,1,0,0,0.0,0
10997,54.0,115,37.4,1,0,0,0.0,0
10998,114.0,115,1.2,1,0,0,0.0,0
10999,15.0,115,9.7,1,0,0,0.0,0
11000,135.0,115,0.1,1,0,0,0.0,0
11001,47.0,115,43.1,1,0,0,0.0,0
11002,132.0,115,3.8,1,0,0,0.0,0
11003,47.0,115,83.5,2,0,0,0.0,0
11004,48.0,0,30.6,1,0,0,0.0,1
11005,47.0,115,1.0,2,0,0,0.0,0
11006,157.0,0,91.2,1,0,0,0.0,1
11007,157.0,115,44.0,1,0,0,0.0,0
11008,71.0,115,30.6,1,0,0,0.0,0
11009,44.0,115,9.2,1,0,0,0.0,0
11010,157.0,115,3.7,1,0,0,0.0,0
11011,50.0,115,45.9,1,0,0,0.0,0
11012,47.0,115,1.0,1,0,0,0.0,0
11013,54.0,115,2.1,1,0,0,0.0,0
11014,71.0,115,0.3,1,0,0,0.0,0
11015,21.0,115,2.8,1,0,0,0.0,0
11016,48.0,115,0.1,1,0,0,0.0,0
11017,44.0,115,1.6,1,0,0,0.0,0
11018,44.0,115,2.2,1,0,0,0.0,0
11019,148.0,115,55.9,1,0,0,0.0,0
11020,123.0,115,44.0,1,0,0,0.0,0
11021,87.0,115,1.9,1,0,0,0.0,0
11022,47.0,115,1.2,1,0,0,0.0,0
11023,127.0,115,0.2,1,0,0,0.0,0
11024,157.0,114,14.8,1,0,0,0.0,0
11025,47.0,114,32.6,1,0,0,0.0,0
11026,7.0,34,23.7,1,0,0,0.0,1
11027,71.0,114,9.4,1,0,0,0.0,0
11028,157.0,114,13.2,2,0,0,0.0,0
11029,157.0,0,35.8,1,0,0,0.0,1
11030,27.0,114,10.3,1,0,0,0.0,0
11031,157.0,114,26.0,1,0,0,0.0,0
11032,39.0,114,17.1,1,0,0,0.0,0
11033,122.0,114,13.0,2,0,0,0.0,0
11034,79.0,93,130.8,1,0,0,0.0,1
11035,71.0,114,0.1,1,0,0,0.0,0
11036,68.0,114,35.2,1,0,0,0.0,0
11037,114.0,114,0.7,1,0,0,0.0,0
11038,0.0,114,14.0,1,0,0,0.0,0
11039,71.0,114,3.5,1,0,0,0.0,0
11040,123.0,114,6.7,1,0,0,0.0,0
11041,52.0,114,1.0,1,0,0,0.0,0
11042,71.0,114,27.6,1,0,0,0.0,0
11043,124.0,114,0.2,1,0,0,0.0,0
11044,72.0,114,5.4,1,0,0,0.0,0
11045,157.0,114,1.5,1,0,0,0.0,0
11046,71.0,114,4.1,1,0,0,0.0,0
11047,87.0,114,0.3,1,0,0,0.0,0
11048,157.0,114,17.8,1,0,0,0.0,0
11049,85.0,114,0.1,1,0,0,0.0,0
11050,157.0,114,39.6,1,0,0,0.0,0
11051,71.0,114,2.2,1,0,0,0.0,0
11052,71.0,114,1.0,1,0,0,0.0,0
11053,151.0,114,0.2,1,0,0,0.0,0
11054,132.0,114,0.4,1,0,0,0.0,0
11055,131.0,114,6.6,1,0,0,0.0,0
11056,71.0,114,22.3,1,0,0,0.0,0
